Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180,,
349,1.875074555,2.492893912,2.892861893,3.131933532,3.384219964,3.39893101,3.329585377,3.240843181,3.152852939,2.554200128,3.462980447,4.100654506,4.373016659,4.817303071,4.985606582,4.976296608,4.892227819,4.70482837,0.960796362,1.224166817,1.341772043,1.393460457,1.420546647,4.530383044,5.130541323,5.554200733,5.784967032,5.983853068,6.099406497,2.729448195,3.053389691,3.28863221,3.396109129,3.389510364,3.402260418,2.139202834,2.432265242,2.510272851,2.62872347,2.687455135,2.616270098,0.880326474,1.060849827,1.111609268,1.147404711,1.191293938,1.205778722,7.559375127,7.544033447,7.490433403,10.81522816,10.82352639,10.76547615,5.017329031,4.953436559,4.979988687,4.61169422,1.273289426,1.355167163,1.470098064,1.420931333,1.330842695,1.684470629,1.927414374,1.992149341,2.115828176,2.571676692,3.447080782,3.532251564,3.69818793,4.241734445,1.959294404,2.58926681,2.901774702,2.976647455,3.164547792,,
350,1.853242839,2.466262639,2.864312306,3.102011189,3.354495044,3.371475198,3.30353576,3.215950029,3.128862946,2.525459838,3.427184927,4.061463452,4.332610413,4.776356524,4.947278161,4.940826001,4.857923688,4.667675,0.946609416,1.202373565,1.300884984,1.374859445,1.40277792,4.510306997,5.092586861,5.491737673,5.764886722,5.919246897,6.021957616,2.701032819,3.04836391,3.283138741,3.404553121,3.483944308,3.517052552,2.134318802,2.510385643,2.484722289,2.673623893,2.857336772,2.729997761,0.868843423,1.04742133,1.097916123,1.133448165,1.177244619,1.191507644,7.492108424,7.478342488,7.424915198,10.73356305,10.74399954,10.68648214,4.944392829,4.900823755,4.957976023,4.563714212,1.24668029,1.3336564,1.451137956,1.380343886,1.280350134,1.627296024,1.856311448,1.92540576,1.985809652,2.513315962,3.328504421,3.321467412,3.469994094,4.082334835,1.907558326,2.498004189,2.84277518,2.940613687,3.043315727,,
351,1.831892131,2.440196104,2.836348518,3.072696785,3.325350799,3.344537903,3.277973466,3.191519287,3.105318139,2.497574714,3.392419174,4.023364971,4.293305918,4.736488641,4.909046522,4.905261896,4.823528354,4.630700133,0.929879865,1.190179557,1.292746686,1.350657697,1.380606065,4.444793813,4.924561155,5.423958392,5.689307049,5.856736766,5.761355949,2.66655149,3.022518454,3.232241205,3.377542107,3.461183474,3.491425067,2.109138183,2.439707066,2.45906302,2.799722115,2.733142455,2.720003188,0.857139227,1.033884144,1.083980011,1.119249133,1.162933195,1.176855562,7.427327223,7.415123227,7.361541302,10.65485511,10.66736636,10.60990138,4.888978772,4.822514315,4.867259514,4.516305433,1.226444999,1.302251777,1.41772927,1.358910558,1.251945098,1.595215388,1.793209092,1.864131944,1.936079977,2.48020179,3.273457393,3.196145338,3.365263433,4.006758082,1.875350716,2.455239013,2.768107528,2.884761475,2.985029881,,
352,1.81114809,2.414829296,2.809094399,3.044101133,3.296876153,3.318175123,3.252946325,3.16758374,3.082247016,2.469954888,3.357892514,3.985403276,4.254031583,4.696515222,4.870404059,4.869606609,4.789040373,4.59390309,0.920779629,1.175603186,1.287195851,1.340036496,1.3685189,4.394746251,4.910145097,5.378982132,5.627495198,5.765816863,5.800149806,2.623361067,2.971197078,3.148149878,3.313203539,3.340589053,3.366589874,2.066354761,2.354740033,2.445491416,2.668350582,2.64532461,2.612650819,0.844883899,1.019989107,1.069603711,1.104447613,1.147972539,1.161521792,7.363339773,7.352715531,7.29674285,10.57695827,10.59158176,10.53150786,4.834227224,4.76854438,4.712391715,4.469451723,1.206571684,1.280536901,1.366565796,1.337848907,1.236252074,1.594268705,1.778962754,1.851516048,1.938321566,2.451098926,3.238873843,3.203749235,3.365724085,3.969226217,1.85419317,2.42784073,2.711706033,2.863108062,2.955340722,,
353,1.789761377,2.388631431,2.780900914,3.014496746,3.267344751,3.290778751,3.226901022,3.142650153,3.058191561,2.442239777,3.323157474,3.947136422,4.214401976,4.656090386,4.832684974,4.833864237,4.7544672,4.557283305,0.911177343,1.142906528,1.263999555,1.328994065,1.355649724,4.336602469,4.960169042,5.315969655,5.568056234,5.782402884,5.848576734,2.591992343,2.912572182,3.117178951,3.237155211,3.284484667,3.307039125,2.043006102,2.301036494,2.428101464,2.598276004,2.591176958,2.552365471,0.832951293,1.006347027,1.055487684,1.090077939,1.133419864,1.14653019,7.29731242,7.285889754,7.229463345,10.49632239,10.51042811,10.45000039,4.780128263,4.730321267,4.526960116,4.423141347,1.187057581,1.265085532,1.307181556,1.317150434,1.218792882,1.589883372,1.775846555,1.855296125,1.92759468,2.421022326,3.195002596,3.310400465,3.44823285,3.91251999,1.823509273,2.393610934,2.677023518,2.832171859,2.911329328,,
354,1.769284432,2.363477706,2.753762481,2.985951793,3.238798097,3.264223251,3.201623061,3.118436258,3.03481767,2.415497011,3.28965131,3.910254251,4.176267758,4.617249648,4.795670107,4.79803518,4.719803939,4.520841644,0.895025702,1.138145401,1.208700204,1.310114785,1.334875508,4.295135002,4.880561926,5.258791794,5.509181196,5.67524464,5.787995795,2.589875644,2.920738162,3.117996141,3.255675499,3.348145871,3.396585973,2.043386196,2.299833529,2.427512842,2.57363329,2.622851501,2.624604859,0.821498476,0.993191778,1.041921398,1.076512162,1.119420669,1.132270182,7.231644098,7.219089106,7.163664331,10.41598819,10.42919048,10.37011808,4.726685976,4.699455146,4.34394171,4.377378671,1.167902765,1.252594091,1.248856898,1.29681448,1.197356463,1.564224132,1.764052194,1.861654651,1.883543603,2.384620608,3.144219441,3.467566308,3.625621904,3.843179579,1.787878754,2.350373796,2.632529409,2.793335931,2.859375385,,
355,1.749150168,2.338744701,2.727083825,2.957907914,3.210771183,3.23817948,3.176847208,3.094718467,3.011931948,2.389147852,3.256664341,3.874001859,4.138860939,4.579229086,4.759331972,4.762123646,4.685059812,4.484573964,0.882621653,1.119840656,1.119362083,1.291593,1.309406384,4.249804623,4.827984938,5.202300288,5.451005418,5.616037979,5.728128508,2.548445883,2.871123626,3.072725485,3.194608465,3.292222791,3.341954951,2.012309035,2.250743583,2.393066364,2.492096907,2.567200991,2.595327791,0.810484074,0.980420245,1.028864327,1.063530413,1.105923194,1.118610493,7.169043089,7.155438352,7.101603223,10.33910096,10.35147911,10.29479604,4.672224238,4.667768989,4.192072344,4.332169125,1.14868943,1.239874994,1.199561581,1.274626464,1.177903327,1.516357196,1.744801182,1.860902905,1.804135408,2.359339261,3.095490907,3.399986634,3.624999858,3.776644337,1.757646607,2.31266827,2.59410305,2.755050467,2.815538601,,
356,1.728979952,2.313957836,2.700346164,2.929817874,3.182706931,3.212118907,3.152071168,3.071010964,2.98906369,2.362798801,3.223621803,3.837618681,4.101272294,4.54094984,4.721991591,4.726136955,4.650240022,4.448483246,0.873319553,1.112833787,1.186019356,1.287808719,1.298757072,4.138383441,4.791547132,5.146491045,5.395382512,5.572581852,5.668960499,2.502045553,2.811953331,3.020974516,3.134023218,3.212319375,3.27216495,1.97624387,2.198990059,2.355301841,2.426372653,2.497221786,2.559979758,0.799336625,0.967010845,1.015109895,1.04955581,1.092163992,1.104672696,7.108249457,7.096161341,7.044650151,10.26430788,10.2787288,10.22504191,4.465891379,4.627183827,3.818476201,4.287445897,1.091553888,1.223805726,1.085121865,1.127052453,1.163440121,1.446374253,1.720289915,1.847424848,1.721110791,2.332401705,3.060174729,3.408458065,3.598853522,3.707515957,1.737590702,2.287550833,2.569307518,2.722838158,2.787257031,,
357,1.708600712,2.288898744,2.67330926,2.901422574,3.154339525,3.185790831,3.127059711,3.047087162,2.965997906,2.336323268,3.190297433,3.800775141,4.063071398,4.501879712,4.684745094,4.691079612,4.616305184,4.412566783,0.855933338,1.085697538,1.210845288,1.265116558,1.282765493,4.100596433,4.731056608,5.091337852,5.383128116,5.50985003,5.610474685,2.477518734,2.788852609,2.993573078,3.116484838,3.191170835,3.244593211,1.956186019,2.1782659,2.337744828,2.404084268,2.475720827,2.559076137,0.787968767,0.95433647,1.001899328,1.036015072,1.078180396,1.090857667,7.044179951,7.034354309,6.983760699,10.18559303,10.2029017,10.15055455,4.493116423,4.569898849,3.983983234,4.243226332,1.093200461,1.201414433,1.12673327,1.173876255,1.154044275,1.355361521,1.693668672,1.819652734,1.750961054,2.304367833,3.043613895,3.424688492,3.615756328,3.723802585,1.727072181,2.274799606,2.557455127,2.699259469,2.773618716,,
358,1.689199222,2.264967451,2.647405044,2.874160367,3.127018824,3.160355049,3.102867385,3.023934063,2.943673591,2.310001299,3.157168265,3.764157817,4.025140958,4.463111774,4.648222942,4.655788536,4.582094795,4.37682399,0.841959003,1.085665733,1.188060796,1.242545027,1.268243528,4.110334748,4.678792418,5.053873255,5.271490714,5.481784193,5.566859046,2.474252037,2.800881349,2.989463515,3.135355079,3.229966332,3.260185795,1.951751305,2.185771849,2.338808667,2.415700637,2.501712102,2.589731429,0.777055049,0.942069175,0.989232794,1.022972287,1.064778531,1.077531902,6.979515136,6.971421489,6.921964996,10.10605606,10.12562659,10.07489492,4.596586131,4.501369538,4.418176065,4.19950229,1.113970462,1.17484071,1.244132193,1.283468326,1.146913467,1.317498062,1.679363399,1.779978216,1.797703861,2.275002231,3.034392758,3.439064382,3.640623762,3.72789466,1.719734122,2.267096417,2.549750165,2.684069502,2.765569027,,
359,1.670177844,2.241475968,2.621959485,2.847382754,3.100171808,3.135356928,3.079095665,3.001187292,2.921747985,2.284429252,3.124985771,3.728624702,3.988400179,4.425619331,4.61188428,4.619108086,4.546274602,4.342335127,0.840873089,1.117250353,1.186258322,1.23946385,1.259708464,4.033553042,4.633615871,5.007434845,5.229548785,5.496923563,5.516973597,2.464881242,2.801581873,2.976485752,3.135884902,3.250176582,3.264773308,1.941738588,2.182968864,2.332175998,2.41511154,2.511752006,2.606705461,0.766685569,0.930199697,0.976973484,1.010533034,1.052130525,1.064659252,6.917713827,6.910941562,6.861416564,10.02978209,10.05115734,10.00069236,4.622209859,4.453959017,4.525612444,4.156265351,1.115328671,1.156474792,1.266829194,1.327670558,1.136528792,1.380426991,1.665661316,1.739941589,1.808835178,2.245632017,3.012245427,3.429693379,3.649244892,3.703770513,1.703932696,2.250301419,2.529578192,2.66364283,2.746107547,,
360,1.650714361,2.21740908,2.59585653,2.819885932,3.072558443,3.109589115,3.054551708,2.977674833,2.899053607,2.260020828,3.094151355,3.694450314,3.952970143,4.389322738,4.576839952,4.582040161,4.510084808,4.308905496,0.82340229,1.061200987,1.163927671,1.21213681,1.247958294,3.985306228,4.563011341,4.929801288,5.168857714,5.346979274,5.440148511,2.395985292,2.700358151,2.892411163,3.016775668,3.095967883,3.151559783,1.884862979,2.097282939,2.267416065,2.321232659,2.382749507,2.523733919,0.756266155,0.918413322,0.964902964,0.997992765,1.039184807,1.051866348,6.859513263,6.853642155,6.80430597,9.957646155,9.980394399,9.930486994,4.419073636,4.407110178,4.186815425,4.113576825,1.059828641,1.138399659,1.162744049,1.181796702,1.107290107,1.421454478,1.63164556,1.70967569,1.75413817,2.216395348,2.953097424,3.37121388,3.598640266,3.635707882,1.667550721,2.203470728,2.475095814,2.619547808,2.696839202,,
361,1.631487546,2.193672113,2.570174495,2.792908577,3.045545794,3.084482335,3.030692417,2.954854655,2.877050503,2.235040861,3.06258695,3.659449278,3.916663058,4.352095613,4.54140385,4.544588471,4.473531721,4.276245501,0.784703095,1.047750206,1.147435823,1.137753694,1.192381947,3.956195955,4.524595126,4.873191399,5.115590796,5.267837898,5.397778609,2.367867726,2.59876062,2.774227783,2.869344986,2.96339682,3.11761731,1.828997148,1.986847523,2.124488916,2.078246647,2.286731685,2.451719183,0.745374764,0.905950454,0.952024484,0.984690654,1.025413162,1.038253039,6.796948456,6.792360569,6.745522101,9.880137478,9.904756724,9.85811079,4.369896034,4.100670411,4.147187822,4.071399909,1.042880037,1.052398802,1.146300211,1.163758306,1.048928482,1.441871355,1.559286079,1.666897991,1.659685304,2.187461426,2.919065228,2.865823611,2.976128475,3.596833493,1.646332284,2.176906087,2.340893883,2.492182705,2.668155342,,
362,1.613274928,2.171090135,2.545624076,2.767019721,3.019489274,3.060118011,3.0074733,2.932607842,2.855577345,2.209768554,3.030644895,3.624028108,3.879923269,4.314425681,4.505321932,4.507981701,4.437942097,4.244348936,0.803806602,1.031022831,1.131161353,1.178779183,1.219688068,3.939429558,4.46830049,4.832440894,5.061050402,5.226166909,5.34539961,2.340086783,2.550054197,2.735674305,2.811382331,2.915435923,3.084085487,1.808466857,1.943661771,2.049788723,2.005660429,2.243809312,2.410710845,0.734895947,0.893827518,0.939361279,0.971870383,1.012307445,1.025052641,6.733476811,6.730051023,6.686702606,9.801593438,9.827938858,9.785623316,4.321297951,4.029023984,4.113680338,4.029705392,1.026234218,1.028340389,1.132442268,1.146034158,1.036117783,1.419011432,1.538249509,1.650964609,1.647873613,2.159034821,2.885446806,2.590200055,2.610497381,3.558389687,1.625899309,2.150701422,2.294684224,2.48232338,2.638105343,,
363,1.59496676,2.14834832,2.52085644,2.740880076,2.993136634,3.035436263,2.983936642,2.910045848,2.833796018,2.186282248,3.000898051,3.590995797,3.8456753,4.279291513,4.47118827,4.471235564,4.402279895,4.216729805,0.817735867,1.012666175,1.118172795,1.214482082,1.234771517,3.885556605,4.415153739,4.774026812,5.00966766,5.185744116,5.273630543,2.312634112,2.535580016,2.735410597,2.809578265,2.911060443,3.051169278,1.805037382,1.94228499,2.024829863,2.022878181,2.239691068,2.37769508,0.724945685,0.882162599,0.927320394,0.959688052,0.99984504,1.012301371,6.676161041,6.673777743,6.631958304,9.730419953,9.75806607,9.717777877,4.273281794,4.107928432,4.083356147,3.988494509,1.009891439,1.043820604,1.119960992,1.128621894,1.04409782,1.405711231,1.549886437,1.624368776,1.674578317,2.131434257,2.852254087,2.489231108,2.454966884,3.520397261,1.606038064,2.124847989,2.293390847,2.509729036,2.607351051,,
364,1.57627027,2.125149808,2.495636677,2.714319619,2.966422674,3.010497782,2.960193613,2.887308222,2.811860062,2.162236194,2.970463173,3.557244475,3.810740028,4.243513286,4.436576106,4.433742753,4.365893423,4.18932332,0.779263623,0.984218957,1.090835102,1.179220812,1.15536022,3.840518932,4.368106976,4.723320174,4.957388958,5.132202203,5.219749393,2.285500122,2.564996809,2.748876074,2.82648168,2.922266669,3.018755147,1.807131883,1.962398112,2.030822667,2.085362403,2.255767724,2.333253524,0.715263822,0.87082403,0.915544844,0.947807973,0.987735424,0.999915448,6.620450264,6.619139349,6.577930785,9.660852767,9.690047398,9.650715871,4.225847129,4.254711713,4.053334722,3.947766894,0.99384922,1.077034491,1.10768136,1.111518164,1.055379353,1.403193101,1.570967407,1.619501624,1.708109045,2.1056934,2.819005819,2.515131624,2.461820938,3.483038461,1.586531943,2.099336775,2.309749714,2.524436217,2.576590953,,
365,1.558276644,2.10279973,2.471328846,2.688725433,2.940678664,2.986473966,2.937336188,2.86543615,2.790768709,2.138154586,2.939923166,3.523300454,3.775530598,4.207364582,4.401617286,4.394975588,4.3282716,4.162109362,0.768651925,0.953560881,1.06976269,1.138861612,1.115609647,3.762137739,4.319930736,4.67320379,4.905718313,5.051263233,5.166479531,2.258725714,2.625749224,2.759175004,2.845621395,2.935895985,2.98666944,1.805818949,1.986651164,2.051967022,2.157602218,2.275574151,2.264793689,0.706052956,0.859992593,0.904449897,0.93642671,0.976112043,0.98820176,6.561842102,6.561501387,6.521236795,9.587810736,9.618341505,9.580403541,4.178989814,4.388253784,4.020805585,3.907520993,0.978105002,1.106760522,1.094469807,1.094720783,1.058955842,1.405307036,1.583405496,1.633340414,1.72798786,2.080487149,2.786711803,2.644976215,2.603023132,3.446860374,1.56715847,2.07415056,2.32258454,2.50280913,2.546568224,,
366,1.540866946,2.081130877,2.447710296,2.663826676,2.915588615,2.963022649,2.915017327,2.844080683,2.770181856,2.115292726,2.910904557,3.491029495,3.742078666,4.173020596,4.368913584,4.345088332,4.280018094,4.135090257,0.758193911,0.96810036,1.076971887,1.12365418,1.143758837,3.666254501,4.272326668,4.623674463,4.854646311,4.938049734,5.113810456,2.232284477,2.620685297,2.75004441,2.852200347,2.933031024,2.954796833,1.795588567,2.023827533,2.076349559,2.213220552,2.284777138,2.16376799,0.696560141,0.848927923,0.893184002,0.924806354,0.964246795,0.976222045,6.502830362,6.503275568,6.461142783,9.514090023,9.545812429,9.505927848,4.132708001,4.428959174,3.9830151,3.86774521,0.962653768,1.11235336,1.079227479,1.078223317,1.050124166,1.406770364,1.576967382,1.646304443,1.721453929,2.057543532,2.755172287,2.818528079,2.824736818,3.413229027,1.54769048,2.04927057,2.319011433,2.446895854,2.51807618,,
367,1.523118338,2.05898771,2.423509764,2.638258784,2.88974859,2.938777621,2.891898032,2.821930233,2.748812321,2.091989295,2.881252625,3.457963259,3.70772016,4.137631875,4.334711873,4.309697718,4.246139823,4.10221617,0.747888645,0.965174775,1.068346296,1.110245348,1.140733393,3.548044161,4.227275441,4.574723222,4.811646252,4.779067233,5.061735152,2.206155617,2.585203343,2.719599346,2.837911352,2.9096658,2.923174129,1.774198624,2.079655094,2.094950951,2.234925513,2.271144909,2.025577903,0.68678018,0.837892451,0.881699285,0.913100175,0.952139372,0.96427733,6.44316885,6.44448124,6.400394434,9.439455216,9.472515687,9.430577416,4.086994584,4.298744718,3.937274424,3.828436702,0.947488131,1.073729709,1.060888639,1.062020204,1.030304223,1.403004362,1.54890188,1.646604847,1.678143646,2.037304686,2.723827792,3.007801526,3.078582508,3.374238642,1.527893022,2.02467633,2.294230424,2.383813935,2.491952004,,
368,1.505389019,2.03691646,2.399467803,2.612951059,2.864272241,2.915005743,2.8692921,2.800316349,2.727981652,2.068472435,2.851314673,3.424566173,3.673017655,4.101878053,4.299802494,4.275059952,4.212994546,4.069775916,0.737735056,0.938480236,1.039764925,1.097064561,1.10440447,3.439646171,4.181473524,4.52635756,4.772087575,4.551931561,5.022211401,2.180343859,2.535162943,2.669519337,2.800780526,2.866133894,2.891707119,1.742480418,2.0348458,2.113581779,2.229577592,2.224511094,1.849424681,0.677079681,0.826911009,0.870347046,0.901463369,0.940082589,0.952360362,6.387936578,6.389913551,6.347308947,9.370050655,9.404164708,9.364148623,4.041838532,4.051441596,3.847616557,3.789581561,0.932602947,1.005085359,1.029386751,1.046105883,1.006872171,1.382246273,1.502692916,1.629844124,1.62005049,2.020336269,2.692810335,3.184890436,3.324200853,3.337465177,1.507578355,2.000338706,2.251326985,2.365114024,2.469073427,,
369,1.488865786,2.016294311,2.376953805,2.589227032,2.840341121,2.892639637,2.848020412,2.779969126,2.708379364,2.045978149,2.822638835,3.392551643,3.639746849,4.067585505,4.267441493,4.241172025,4.180577902,4.040688829,0.727733921,0.935697534,1.033180644,1.0838349,1.10824169,3.483148324,3.966106039,4.478600929,4.728990848,4.649364599,4.965396139,2.154877251,2.474978432,2.609166696,2.745060559,2.809202256,2.860280396,1.704621672,1.951350033,2.137009154,2.205640668,2.139301433,1.987292976,0.667550862,0.816044261,0.859132668,0.889993396,0.928230573,0.940607625,6.333148679,6.335167468,6.293545273,9.301089146,9.335485123,9.296823426,3.997213182,4.00928663,3.631977604,3.751151178,0.917991366,0.989744504,0.965845082,1.030459198,0.99298849,1.336753424,1.451891753,1.598311308,1.57500814,2.007092711,2.662206978,3.327116401,3.521225583,3.302290579,1.486686306,1.976421272,2.201069368,2.364381845,2.450357412,,
