Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180
0,0.143255876,0.134936996,0.128357957,0.129986521,0.124224403,0.117485493,0.114845791,0.112848437,0.111312303,0.160688304,0.154826516,0.149869859,0.150621393,0.146009175,0.140287586,0.137754907,0.13572512,0.133100463,0.284125261,0.287520766,0.288471311,0.288835382,0.289010393,0.339650368,0.346903045,0.346617125,0.348059679,0.348952175,0.349532911,0.311138844,0.314021641,0.3181594,0.319043984,0.31958057,0.319891803,0.295940479,0.295671142,0.299259849,0.299919365,0.300276361,0.30059097,0.29699443,0.2995821,0.300147959,0.300520638,0.300925458,0.301058385,0.191280988,0.189921556,0.188801053,0.182325166,0.180692543,0.179296221,0.215319852,0.209565281,0.20576012,0.204398634,0.49617031,0.495851542,0.495169552,0.494809028,0.308483516,0.314234056,0.31608792,0.316853197,0.31723483,0.325716128,0.33364441,0.336419579,0.337618072,0.338235707,0.319321787,0.326312079,0.328676113,0.329681159,0.330195066
1,0.142636456,0.134441583,0.127932469,0.129560785,0.123846888,0.117146157,0.114517284,0.112526703,0.110995214,0.159988098,0.154247415,0.149360844,0.150116817,0.145553079,0.139872161,0.137354475,0.135333368,0.132717161,0.281513967,0.285153814,0.285861058,0.286227433,0.286403542,0.337514302,0.341945519,0.344393383,0.34583809,0.346754133,0.347335943,0.305045851,0.310323163,0.310494883,0.312665545,0.311969029,0.315993728,0.287822215,0.29224499,0.292099429,0.293975937,0.29322124,0.296971269,0.293022471,0.295588218,0.296155662,0.296515456,0.296932751,0.297059243,0.190840932,0.189489346,0.188372825,0.182007894,0.180385646,0.178996226,0.214096218,0.208355611,0.204555772,0.203195898,0.495706975,0.49540409,0.494735265,0.494387355,0.305675482,0.311389469,0.313247741,0.314061004,0.314460873,0.322968824,0.330867438,0.333649351,0.334895555,0.335531235,0.316543276,0.323500173,0.325869601,0.326922399,0.327454379
2,0.142016598,0.13394575,0.127506741,0.129135051,0.12346896,0.116806497,0.114188659,0.112204821,0.110677513,0.159287712,0.153668303,0.148851751,0.149612382,0.145096982,0.13945672,0.136953714,0.134941291,0.132333886,0.278738384,0.282246403,0.283208174,0.283576639,0.283753866,0.335271825,0.33980303,0.342288968,0.343801878,0.344703122,0.345209738,0.302416646,0.308276053,0.308081516,0.310601085,0.309545674,0.314524721,0.285383579,0.290360587,0.289868122,0.292075629,0.290979016,0.295622443,0.291019101,0.29358885,0.294152833,0.294510649,0.294928828,0.29506253,0.190394208,0.189049595,0.187937744,0.18168782,0.180075949,0.178693469,0.212892965,0.207166419,0.203372019,0.202013654,0.494749873,0.494462961,0.493807438,0.493465859,0.302734768,0.308504384,0.310366895,0.311136289,0.312050094,0.320089569,0.32804867,0.330837141,0.332041451,0.333178715,0.313632308,0.320647006,0.323021651,0.324031425,0.325071367
3,0.141396857,0.13345001,0.127081161,0.128709563,0.123091131,0.11646708,0.113860286,0.111883157,0.110360082,0.158587347,0.153089152,0.148342615,0.149107932,0.144640895,0.139041295,0.136552958,0.134549217,0.131950567,0.276092065,0.279549177,0.280516529,0.280887281,0.281065576,0.332850619,0.337404827,0.339802184,0.341229218,0.342167141,0.342729649,0.30203728,0.307261736,0.307415709,0.309610072,0.308801748,0.312854892,0.285053714,0.289433569,0.289269629,0.291171724,0.290306112,0.29406607,0.288715747,0.291279248,0.291857909,0.292217467,0.292633358,0.292759914,0.18994379,0.188606458,0.187499265,0.181364486,0.17976297,0.178387517,0.211711202,0.20599892,0.202210118,0.200853008,0.493304214,0.493032493,0.492390025,0.492047536,0.299804592,0.305583436,0.307450211,0.308112184,0.308606513,0.317218651,0.325192747,0.327987783,0.329088032,0.329816549,0.310730679,0.317757215,0.320137095,0.321040941,0.321666473
4,0.140778126,0.132955154,0.126656692,0.12828556,0.122714796,0.116129268,0.113533556,0.111563142,0.110044382,0.157887398,0.152510361,0.147834095,0.148604131,0.144185398,0.138626518,0.136152206,0.134157145,0.131567202,0.273356604,0.276787614,0.277791748,0.27816475,0.278318036,0.330626839,0.335142704,0.337618341,0.339131929,0.339963671,0.340593904,0.302803541,0.306720298,0.30766786,0.309143301,0.308927443,0.310981117,0.285791014,0.288936012,0.289522339,0.290746979,0.290439312,0.29230231,0.286087798,0.28865808,0.289233152,0.289596557,0.290012465,0.290136742,0.189489235,0.188159094,0.187056267,0.181038474,0.179447347,0.178078908,0.21055287,0.203658589,0.201071874,0.198977437,0.491364943,0.489603985,0.490478259,0.4886752,0.29684412,0.302632028,0.304502941,0.305283675,0.305662088,0.314316175,0.322305026,0.325106488,0.326323657,0.326939175,0.307798005,0.314836178,0.31722116,0.318242803,0.318753728
5,0.140157377,0.132457999,0.126229691,0.127858616,0.122335585,0.115788409,0.113203724,0.11124,0.109725528,0.157187303,0.151931133,0.147324755,0.14809949,0.143729267,0.138211073,0.135750658,0.133764265,0.131182675,0.270583131,0.274059121,0.275037472,0.275412782,0.275593074,0.328297939,0.332819882,0.335295085,0.336747545,0.337647081,0.338232853,0.303720949,0.306150485,0.308060579,0.308688816,0.309191967,0.308903633,0.286657677,0.28839643,0.289894171,0.290319672,0.290690959,0.290339017,0.283238341,0.285867493,0.286383407,0.286753107,0.287162088,0.287332116,0.189027627,0.187704739,0.186606555,0.180708128,0.179127334,0.177765834,0.209420395,0.202725726,0.199959884,0.198242968,0.489018325,0.487509066,0.488161054,0.486518915,0.293955103,0.299653764,0.301686948,0.302403573,0.30279073,0.311482091,0.319389141,0.322351842,0.323507079,0.324131402,0.304935186,0.311887512,0.314434184,0.315392646,0.315912273
6,0.139536649,0.131960905,0.125802746,0.127431836,0.121956626,0.115447792,0.112874166,0.110917217,0.109407084,0.156487685,0.151352471,0.146816231,0.147595897,0.143274056,0.137796608,0.135347731,0.133369988,0.130796671,0.267783574,0.271275115,0.272258802,0.272636429,0.272817767,0.32594431,0.330528916,0.332947141,0.334401526,0.335302442,0.335889133,0.303904759,0.305109702,0.307868687,0.30777192,0.308943541,0.306626041,0.286819705,0.287399776,0.289702577,0.289443599,0.290448957,0.288191742,0.280308543,0.282925218,0.283442676,0.28381046,0.28422355,0.284409577,0.188565152,0.187249192,0.186155638,0.180377516,0.178807063,0.177452345,0.208314305,0.203445181,0.198874557,0.198060786,0.48630724,0.487090663,0.485479122,0.486103588,0.291267593,0.296923773,0.29859867,0.29948642,0.299698355,0.308844735,0.316715103,0.319328607,0.320652667,0.321105527,0.302271504,0.309183969,0.311376405,0.31250492,0.312850997
7,0.138916072,0.131464061,0.125376127,0.127005545,0.121578273,0.11510794,0.112545372,0.11059524,0.10908945,0.155787967,0.150773675,0.146307529,0.147092226,0.142818747,0.137382062,0.134944781,0.132975691,0.130410664,0.26496537,0.268442318,0.269461284,0.269840872,0.270023321,0.323567983,0.328292285,0.330576362,0.3320327,0.332934871,0.333522636,0.302579962,0.303214017,0.306419221,0.30595517,0.307609397,0.304155301,0.285546907,0.285587445,0.288314544,0.287708078,0.289176773,0.285883732,0.276996072,0.279601617,0.280133461,0.280500947,0.280918636,0.281090899,0.188099157,0.186790471,0.185701045,0.180041082,0.178480913,0.17713325,0.207234958,0.202952359,0.197816282,0.197082635,0.483236492,0.484749893,0.482436767,0.483884217,0.288025979,0.293887277,0.295587303,0.296357538,0.296687405,0.305661037,0.313738658,0.316379369,0.317588899,0.318157593,0.299057175,0.306175656,0.308394159,0.309406381,0.309869361
8,0.138294835,0.130966458,0.124948667,0.126578397,0.121199051,0.114767211,0.112215738,0.110272428,0.108771013,0.155087812,0.150194188,0.145797831,0.146587465,0.14236246,0.136966448,0.134542531,0.132582121,0.130024829,0.262060188,0.264976955,0.26664802,0.267017071,0.266957015,0.321171259,0.325385384,0.328185026,0.329643273,0.330546892,0.331135548,0.299081282,0.300138155,0.303091425,0.302838376,0.304695784,0.301501738,0.282212896,0.28265727,0.28514659,0.284737945,0.286413436,0.28344593,0.273649866,0.276246906,0.276789388,0.27715809,0.27757748,0.277736107,0.187619745,0.186318327,0.185233727,0.179702805,0.178152831,0.176812257,0.206182358,0.200544768,0.196784902,0.195436144,0.479796188,0.479598193,0.47902388,0.478704951,0.284311845,0.290602881,0.29225918,0.293029694,0.293665729,0.302011515,0.310517492,0.313117902,0.314328614,0.31519761,0.295373301,0.302920755,0.30509704,0.306109843,0.306876222
9,0.137672781,0.130467719,0.124519981,0.126149952,0.120818399,0.114425039,0.111884693,0.10994821,0.108451157,0.154387542,0.14961429,0.145287699,0.146082197,0.14190541,0.136550048,0.134140927,0.132189225,0.129640022,0.259436751,0.263105393,0.263823216,0.264206837,0.264301835,0.318663718,0.323135531,0.325775544,0.3271448,0.328087429,0.328637801,0.292853178,0.295615503,0.29731676,0.298058604,0.299787962,0.29867904,0.27629509,0.278363523,0.279664767,0.280193557,0.281773535,0.280916973,0.270269927,0.272869333,0.273410457,0.27378189,0.274200083,0.27435482,0.187138194,0.185844427,0.184764381,0.179362686,0.177822827,0.176489368,0.205155615,0.199533501,0.195779858,0.19443251,0.476079279,0.475898956,0.475327127,0.475016422,0.282318048,0.287637579,0.289501437,0.290297638,0.290634872,0.3000515,0.307607914,0.310413989,0.311650676,0.312227121,0.293395204,0.299981297,0.302364161,0.303402705,0.303873123
10,0.137051058,0.129969267,0.124091631,0.125721957,0.120438242,0.114083631,0.111554259,0.109624731,0.10813192,0.153687662,0.149034786,0.144778056,0.14557753,0.141448972,0.136134086,0.133738918,0.131795921,0.129254718,0.256375198,0.260238102,0.260990493,0.26137679,0.262108443,0.316325311,0.320847228,0.323349473,0.324811366,0.325717784,0.326308298,0.289709037,0.292658641,0.291751628,0.295038822,0.295578396,0.295886228,0.273285128,0.275534755,0.274328265,0.277303772,0.277718656,0.275171848,0.266810338,0.269394264,0.269960938,0.270338333,0.270753652,0.270901747,0.186654503,0.185369605,0.184293744,0.179018634,0.177489573,0.176162583,0.204153412,0.198547083,0.194799617,0.193453941,0.47211868,0.47194558,0.471390578,0.471086318,0.281542807,0.284882367,0.287401746,0.288201658,0.287596764,0.299287826,0.304903024,0.30835368,0.309594601,0.30924807,0.292625128,0.297249255,0.300282466,0.301324907,0.300862007
11,0.136429635,0.129471099,0.123663605,0.125294393,0.120058561,0.113742578,0.111224319,0.109301698,0.107813267,0.152988163,0.148455747,0.144268925,0.145073497,0.140993309,0.135719173,0.133336012,0.131401703,0.128869405,0.253632901,0.257143176,0.258153087,0.258541262,0.258796627,0.313880151,0.318286293,0.320909287,0.322373066,0.323280851,0.323872265,0.286812527,0.289750241,0.289668751,0.292141805,0.292653145,0.29297941,0.270501225,0.272740386,0.272328971,0.274521173,0.274908098,0.273340492,0.26324083,0.265827219,0.266394595,0.266781438,0.267187022,0.267336559,0.186166139,0.184890407,0.183819,0.178671548,0.177153231,0.175833157,0.203175272,0.197584905,0.193843647,0.192499777,0.467907086,0.46773489,0.467205145,0.466908185,0.276717933,0.281552247,0.284224785,0.285587503,0.284669592,0.294542018,0.301632708,0.305235542,0.307028942,0.306376227,0.287836697,0.293946545,0.297132298,0.298732686,0.297959933
12,0.135807686,0.128972059,0.123234574,0.124865794,0.119677788,0.113400136,0.110893278,0.108977322,0.107493508,0.152289004,0.147876215,0.143758938,0.144568578,0.140536558,0.135303864,0.132933112,0.131007488,0.128484084,0.250513981,0.254302344,0.255317131,0.255707368,0.255718686,0.31142315,0.315985901,0.318457221,0.31992276,0.320831844,0.321424221,0.283842464,0.286774936,0.287912916,0.289189213,0.289696729,0.290014131,0.267642324,0.269877852,0.270640381,0.271681131,0.272064,0.271786748,0.259637417,0.262248925,0.262805744,0.263190277,0.263598503,0.263741585,0.185673377,0.184400969,0.18333466,0.178322676,0.176814178,0.17550149,0.20222005,0.196646379,0.192910664,0.191568864,0.463447738,0.463288529,0.462778141,0.462481125,0.272471169,0.277904772,0.280232502,0.280958595,0.281009923,0.29033855,0.298046056,0.301317047,0.302487417,0.302857048,0.283596009,0.290326267,0.293173621,0.294143557,0.294405516
13,0.135185236,0.128472186,0.122804588,0.124436212,0.119295967,0.113056992,0.110561187,0.108652232,0.107172691,0.151589995,0.147296592,0.143248802,0.144063513,0.140079569,0.134887157,0.132530216,0.130613275,0.128098754,0.247853965,0.251463777,0.252483826,0.252861397,0.253065066,0.308956185,0.313573597,0.3159953,0.317462341,0.31837265,0.318966061,0.280830889,0.283762796,0.285858859,0.286202764,0.286716744,0.287011955,0.264740571,0.266977236,0.268662026,0.268805676,0.269194543,0.269911571,0.256033266,0.258659383,0.259211526,0.259595751,0.260006295,0.260143618,0.185179532,0.183913464,0.182851783,0.177972019,0.176472414,0.17516758,0.201286473,0.195728714,0.192000167,0.190659806,0.458812474,0.458683271,0.4581664,0.457873272,0.269477137,0.275271917,0.277294674,0.278060858,0.278451961,0.287423562,0.29546049,0.298432009,0.299642563,0.300266269,0.280655973,0.287715117,0.290259601,0.291269622,0.291785802
14,0.134563379,0.127973008,0.12237541,0.124007603,0.118915179,0.112714827,0.110230242,0.10832818,0.106853087,0.150891526,0.146717779,0.14273966,0.143559634,0.139623913,0.134470845,0.132127324,0.130219065,0.127713416,0.245165179,0.248630402,0.249656007,0.250191584,0.250240285,0.306481354,0.310812919,0.313524993,0.314993833,0.315905237,0.316499792,0.277799121,0.280733864,0.283175311,0.283188741,0.283709987,0.283988811,0.26181736,0.264058572,0.266076078,0.265901757,0.266297473,0.267391362,0.252428377,0.255044374,0.255611941,0.255997862,0.256410398,0.25654266,0.184684606,0.183425399,0.182368195,0.177617679,0.176128182,0.174829847,0.200371193,0.194829921,0.191107945,0.189769293,0.454059301,0.453947617,0.453436335,0.453147619,0.266751483,0.272355523,0.274271247,0.275218399,0.27556663,0.284686519,0.292593089,0.295461259,0.296850921,0.297434278,0.277895625,0.284820693,0.287259682,0.288449851,0.288925917
15,0.133941531,0.127473791,0.121946172,0.123578937,0.118534321,0.112372585,0.109899215,0.108004053,0.106533408,0.150192992,0.146138952,0.142230521,0.143055755,0.13916826,0.134055748,0.131724437,0.129824858,0.127328069,0.242212565,0.245741169,0.246837756,0.247196588,0.247425242,0.304000391,0.308372343,0.311048442,0.312519098,0.313431867,0.314027254,0.274757763,0.277698163,0.279825003,0.280137989,0.28066246,0.280954987,0.258883332,0.261131847,0.262847349,0.262961245,0.263360095,0.264177965,0.248819394,0.251425292,0.252008596,0.252396165,0.252810989,0.252942255,0.18417494,0.182923898,0.181870838,0.17726022,0.17578154,0.174489303,0.199473963,0.193949356,0.190233857,0.188897003,0.449172865,0.449076979,0.448574054,0.448295013,0.263998105,0.269341041,0.271258812,0.27232847,0.272855615,0.281978784,0.289627889,0.292500163,0.294011354,0.294778775,0.275165225,0.281828072,0.284269972,0.285582193,0.286244333
16,0.133319538,0.126973955,0.121516137,0.123149461,0.118152567,0.112029412,0.109567322,0.107679006,0.106212824,0.149495146,0.14555986,0.141720672,0.142551073,0.138711561,0.133640649,0.131322005,0.129431127,0.126942713,0.239360723,0.242995928,0.244031423,0.24443015,0.244622117,0.301515247,0.306048089,0.308567623,0.310040051,0.310954078,0.311550358,0.271706698,0.274655691,0.276064665,0.27702592,0.277549369,0.277915136,0.255938375,0.258197,0.25922329,0.259960928,0.26035928,0.260498668,0.24522158,0.247820778,0.248415613,0.248803768,0.249222184,0.249352812,0.183663253,0.182419451,0.181370817,0.176900611,0.175432727,0.174146983,0.19859327,0.193085575,0.189376954,0.188042178,0.444142614,0.444061241,0.443567495,0.443304672,0.260923989,0.26633875,0.268258646,0.269254425,0.269906949,0.279010605,0.286673568,0.289550014,0.290989274,0.291886516,0.272172833,0.278846867,0.281291749,0.282530862,0.283323765
17,0.132697363,0.12647327,0.12108501,0.122718864,0.117769583,0.111685011,0.109234199,0.107352746,0.105891008,0.148797638,0.144980713,0.141210597,0.142046141,0.138254524,0.133224082,0.130919605,0.129037441,0.126557349,0.23655047,0.240198847,0.24123934,0.241640134,0.241833132,0.299027777,0.303569846,0.306084369,0.307558546,0.308473829,0.309070967,0.268635088,0.271596422,0.272445025,0.273812508,0.274335121,0.274868272,0.252971627,0.255243922,0.255733993,0.256862517,0.257261456,0.256856205,0.241636796,0.244230831,0.244834094,0.245221956,0.245645273,0.245774836,0.183151977,0.181916124,0.18087184,0.176538751,0.175081745,0.173802888,0.197727923,0.192237399,0.188535725,0.18720295,0.439003283,0.438930291,0.438441827,0.438181969,0.257586913,0.263349527,0.265272163,0.26607589,0.266773814,0.275779931,0.28373101,0.286612239,0.287863141,0.288799816,0.268916366,0.275877962,0.278326434,0.279375,0.280207117
18,0.132075234,0.125972556,0.12065383,0.122288221,0.117386539,0.111340547,0.108901012,0.107026429,0.105569134,0.148100492,0.144401907,0.140700922,0.14154172,0.137798054,0.13280744,0.130516339,0.128642845,0.126172279,0.233755912,0.237417142,0.238462365,0.238865526,0.239059222,0.296539938,0.300294643,0.303600653,0.305081525,0.305993281,0.30659104,0.265544193,0.268682597,0.269700176,0.270397821,0.271194798,0.271906939,0.249984296,0.252268894,0.253084687,0.253574536,0.25422962,0.25449919,0.238119881,0.240718675,0.241322929,0.241703699,0.24213959,0.242266919,0.18263625,0.181408615,0.180368765,0.176174071,0.174728149,0.173456678,0.196874738,0.191401694,0.187706975,0.18637572,0.433830445,0.433769084,0.433286805,0.433021676,0.25439545,0.260375138,0.262300925,0.263088764,0.263974535,0.272572417,0.280801992,0.28368841,0.284924463,0.286016549,0.265683601,0.272923129,0.275375591,0.276408674,0.277397484
19,0.131453217,0.125471912,0.120222716,0.121857691,0.117003591,0.110996198,0.108568084,0.106700244,0.10524738,0.147403549,0.143823228,0.140191367,0.14103745,0.137341735,0.132391595,0.130113785,0.128248982,0.125788778,0.230979837,0.234653917,0.235704096,0.236109113,0.236303985,0.294052934,0.298519583,0.301117666,0.302598708,0.303512888,0.304111769,0.262509893,0.265598427,0.266949589,0.267927745,0.26845321,0.268887653,0.24705239,0.249337543,0.250424965,0.251181341,0.251581673,0.251846013,0.234725415,0.237325018,0.237930038,0.238313891,0.238754678,0.238868134,0.18211433,0.180894048,0.17985973,0.175806734,0.174371376,0.173107537,0.196032798,0.190577432,0.18688932,0.185559813,0.428615319,0.428567431,0.428095201,0.427829573,0.251534226,0.257427753,0.259359684,0.260113398,0.261314692,0.269725949,0.27789869,0.28079329,0.281996586,0.28352727,0.262814906,0.269994545,0.272453987,0.273453476,0.274892599
20,0.130831743,0.124971968,0.119792446,0.121428164,0.116621722,0.110652999,0.108236261,0.106375284,0.104926889,0.146707713,0.14324501,0.13968202,0.140533422,0.136885514,0.131975883,0.129712188,0.127856122,0.12540608,0.228225876,0.2319125,0.232967441,0.233374532,0.233570395,0.291568514,0.296121602,0.298637081,0.300125528,0.301035032,0.301634916,0.259505207,0.262177099,0.264071138,0.26442239,0.265200009,0.265503729,0.244148959,0.246433072,0.247643692,0.247790938,0.248436082,0.248698824,0.23134887,0.233956379,0.234556312,0.234937076,0.235385474,0.235487701,0.181590571,0.180377443,0.179348274,0.175437804,0.174013031,0.172756032,0.195201446,0.18976396,0.186082373,0.184754846,0.423346805,0.423312968,0.422856166,0.422595414,0.248653702,0.254500814,0.25643425,0.257237455,0.257639746,0.266834621,0.275014767,0.277912693,0.279165514,0.279809184,0.259901342,0.267085658,0.269547433,0.270596383,0.271132464
21,0.130210448,0.124471017,0.119360671,0.120996972,0.116238005,0.110307824,0.107902212,0.106048309,0.10460438,0.14601267,0.142667113,0.13917281,0.140029554,0.136429357,0.13156001,0.129310581,0.127463255,0.125023344,0.22549379,0.229192724,0.230365016,0.230661617,0.230858465,0.289088319,0.293838762,0.296160584,0.297641225,0.298561384,0.299162116,0.256528333,0.259029471,0.261118915,0.261207511,0.262088226,0.262361275,0.241272184,0.243554892,0.244792394,0.244684888,0.245427666,0.245691379,0.2279849,0.230603395,0.231196819,0.231568956,0.23202848,0.232122543,0.181064971,0.1798588,0.178834398,0.175067281,0.173652746,0.172402249,0.194379582,0.188960174,0.185285749,0.183960489,0.418013469,0.41799288,0.417561497,0.417308783,0.245607534,0.251593552,0.253531262,0.254335628,0.25473836,0.263959775,0.272149182,0.275053264,0.276308041,0.276952193,0.257004776,0.264195705,0.26666257,0.267712971,0.268249354
22,0.129589263,0.123970038,0.118928827,0.120565728,0.115854226,0.10996259,0.107568122,0.105721291,0.104281833,0.145317871,0.142089307,0.138663634,0.139525729,0.135973223,0.131144123,0.128908966,0.12707038,0.124640569,0.222814678,0.22652535,0.227543828,0.227971773,0.228229547,0.286613674,0.291170202,0.293689496,0.295293894,0.296093125,0.296694703,0.25357908,0.256301469,0.258139729,0.258646778,0.259315117,0.25961618,0.238421879,0.24070397,0.241915705,0.242213784,0.242748943,0.24301483,0.224633183,0.227264783,0.227851626,0.228210283,0.228684434,0.228772661,0.180537603,0.179338081,0.17831717,0.174695165,0.173290187,0.17204615,0.19356654,0.187215763,0.184497673,0.183174539,0.412686058,0.406254747,0.41224113,0.412001648,0.242574574,0.248714363,0.250655205,0.251461607,0.251864612,0.261112409,0.269310382,0.272219499,0.2734771,0.274121587,0.25413616,0.26133309,0.263803892,0.264856619,0.265393134
23,0.128968187,0.123469034,0.118496917,0.120134434,0.115470385,0.109617298,0.107233989,0.10539423,0.103959248,0.144623318,0.141511592,0.138154491,0.139021948,0.135517112,0.130728237,0.128507341,0.126677498,0.124257755,0.220038516,0.223759001,0.224810682,0.225306706,0.225365076,0.284145975,0.288704108,0.291225245,0.292822502,0.293631716,0.294234065,0.25065606,0.253770209,0.25518589,0.256253236,0.256655202,0.256997878,0.235596674,0.238026725,0.239063364,0.239903767,0.240180834,0.240449418,0.221350516,0.223986058,0.224570146,0.22492783,0.225410607,0.225505255,0.180000462,0.178807639,0.177790615,0.174317138,0.172921564,0.171683917,0.192758399,0.186938134,0.18371549,0.182393897,0.407371927,0.404406013,0.406943151,0.406711199,0.239748278,0.245863812,0.247807259,0.248616056,0.249019306,0.258292727,0.266498971,0.269412581,0.270673361,0.271318156,0.251295692,0.258498378,0.260972579,0.26202799,0.262564598
24,0.128347514,0.122968227,0.118065166,0.119703375,0.115086767,0.10927225,0.106900143,0.105067455,0.103636961,0.143929938,0.140934583,0.13764591,0.138518824,0.135061588,0.130312909,0.128105707,0.126284608,0.123874903,0.218038732,0.221754801,0.222515894,0.222667614,0.223448996,0.281684062,0.285634836,0.288769323,0.290245381,0.29117839,0.291777367,0.247766554,0.250901708,0.252340516,0.253271531,0.253828715,0.254104558,0.23280392,0.235257813,0.236317019,0.237026159,0.237454692,0.23772077,0.218189196,0.220825979,0.221410874,0.221778331,0.222256184,0.222364082,0.179458692,0.178272773,0.177260254,0.173937324,0.172551838,0.171321143,0.191955814,0.187150717,0.182939085,0.181619208,0.402062911,0.405840675,0.401656797,0.401428901,0.237124021,0.243042364,0.244967034,0.245799491,0.246203118,0.255500782,0.263715359,0.266612505,0.26789734,0.268542574,0.248483416,0.255692035,0.258148408,0.259227602,0.259764423
25,0.127728126,0.122467969,0.117633771,0.119272839,0.114703568,0.108927646,0.106566876,0.104741204,0.103315225,0.143238147,0.140358549,0.137138115,0.138016611,0.134606885,0.129898383,0.127704016,0.125891658,0.123492012,0.215391198,0.219235873,0.220694896,0.220055693,0.221370156,0.279236874,0.283845797,0.286322588,0.287809438,0.288734322,0.289338515,0.244963287,0.248131702,0.249621972,0.250276423,0.251145226,0.251198194,0.230094784,0.232628764,0.233697118,0.234138985,0.234869359,0.235137788,0.2150803,0.217728866,0.218310598,0.218685693,0.219154941,0.219287624,0.178915633,0.177736733,0.176728991,0.173556482,0.172181392,0.170958057,0.191158674,0.18673264,0.182168085,0.180850319,0.396755591,0.402982962,0.396375134,0.396149431,0.234327944,0.240248809,0.242183327,0.243011097,0.243622107,0.25273416,0.260957827,0.263867199,0.265148239,0.265962054,0.245696838,0.252912858,0.255379806,0.256454648,0.257154473
26,0.127109051,0.121967753,0.117202324,0.118842266,0.1143203,0.108582972,0.106233547,0.104414901,0.102993444,0.142546578,0.139782582,0.136630324,0.137514395,0.13415216,0.129483824,0.127302227,0.125498588,0.123108856,0.212198784,0.214681914,0.216753151,0.217230039,0.217452,0.276797455,0.281370167,0.283886239,0.285374585,0.286300631,0.286905651,0.241967688,0.243650224,0.246630807,0.246333496,0.246941642,0.247253781,0.227200124,0.229631815,0.230803346,0.230326981,0.230804532,0.231081896,0.212004967,0.214662672,0.215241436,0.215628284,0.21608642,0.216240597,0.17837145,0.177199682,0.176197015,0.173174613,0.171810223,0.17059466,0.190366473,0.185039644,0.18140195,0.180086506,0.391452724,0.391484069,0.391097629,0.390870343,0.231556636,0.237482504,0.240041831,0.240249789,0.240761369,0.249994192,0.258226471,0.261751907,0.262424976,0.263212776,0.242937386,0.250160205,0.25324795,0.253708045,0.254387452
27,0.12649029,0.121467578,0.116770826,0.118411656,0.113936964,0.108238228,0.105900157,0.104088546,0.102671617,0.141855492,0.139206787,0.13612258,0.137012222,0.133697433,0.12906919,0.126900581,0.125105655,0.12272394,0.209530438,0.212959037,0.214583965,0.215048621,0.215251021,0.274438867,0.279386112,0.281461491,0.282947365,0.283878538,0.284484409,0.239331903,0.24060277,0.243920179,0.243447464,0.24408613,0.244418543,0.224653834,0.226963291,0.228185624,0.227540081,0.228047589,0.228260658,0.208969108,0.211632075,0.212211556,0.212608049,0.213047978,0.213216426,0.177827221,0.176662754,0.17566572,0.172792348,0.171438233,0.170229053,0.189577826,0.184269223,0.180639526,0.179326231,0.386189783,0.386235279,0.385857273,0.385629915,0.228814211,0.234744339,0.238774108,0.237516302,0.237887791,0.247281935,0.255522064,0.260493765,0.259728286,0.260352933,0.240206123,0.247434971,0.251982442,0.250988528,0.251506091
28,0.125872032,0.120967453,0.116339209,0.117980919,0.113553426,0.107893248,0.105566531,0.103761957,0.102349558,0.141166479,0.138631857,0.135615221,0.136510454,0.133242889,0.128654551,0.126499077,0.12471286,0.122339166,0.207203609,0.211147495,0.212019484,0.212377566,0.21258445,0.271959546,0.276519234,0.279049178,0.280545295,0.281468884,0.282075572,0.236599144,0.239030812,0.241505557,0.241986608,0.242940275,0.243282871,0.222013903,0.224327733,0.225854807,0.226129674,0.226940321,0.22686743,0.205965461,0.208633083,0.209212127,0.209619797,0.210040208,0.210216132,0.177276069,0.176119122,0.175125892,0.172403018,0.171058593,0.169855855,0.18879059,0.183501373,0.179879356,0.178568056,0.380971778,0.381030513,0.380660194,0.380436343,0.226111016,0.232041144,0.232245823,0.234818045,0.235225997,0.244607713,0.25285351,0.254046683,0.257065456,0.257706364,0.237513462,0.244743919,0.245483919,0.248303434,0.248835129
