Distance,CP20/40,CP20/50,CP20/60,CP20/80,CP20/100,CP20/120,CP20/140,CP20/160,CP20/180,CP25/40,CP25/50,CP25/60,CP25/80,CP25/100,CP25/120,CP25/140,CP25/160,CP25/180,FH5.18/60,FH5.18/90,FH5.18/120,FH5.18/150,FH5.18/180,TP25/80,TP25/100,TP25/120,TP25/140,TP25/160,TP25/180,TP20/80,TP20/100,TP20/120,TP20/140,TP20/160,TP20/180,TP15/80,TP15/100,TP15/120,TP15/140,TP15/160,TP15/180,TP17/80,TP17/100,TP17/120,TP17/140,TP17/160,TP17/180,SP6548,SP6554,SP6560,SP6648,SP6654,SP6660,RV2.25/120,RV2.25/150,RV2.25/170,RV2.25/180,RH2.21/120,RH2.21/150,RH2.21/170,RH2.21/180,FH8.20/60,FH8.20/90,FH8.20/120,FH8.20/150,FH8.20/180,FH8.23/60,FH8.23/90,FH8.23/120,FH8.23/150,FH8.23/180,FH8.21/60,FH8.21/90,FH8.21/120,FH8.21/150,FH8.21/180
272,0.030347058,0.035082142,0.038018234,0.039727218,0.041807922,0.042610066,0.042597943,0.042351385,0.042009693,0.035584109,0.041594382,0.045575301,0.047292602,0.050293977,0.052070614,0.052458634,0.052441538,0.051908761,0.021884404,0.024569487,0.025777955,0.026361115,0.026673177,0.047670956,0.050821416,0.05288098,0.054248686,0.055178057,0.05582571,0.036788701,0.039032839,0.040447895,0.041365072,0.041970632,0.042374533,0.032579904,0.034500582,0.035679049,0.036427004,0.036905877,0.037232181,0.020868263,0.022932582,0.023510158,0.023923114,0.024446944,0.024618568,0.062719307,0.062951976,0.062939216,0.076601371,0.077124282,0.077291591,0.049351281,0.049638747,0.04886605,0.048428174,0.025381935,0.026201963,0.026561522,0.026656466,0.025418246,0.028867662,0.030537394,0.031386483,0.031856275,0.035546906,0.040778427,0.043397734,0.04474522,0.045489688,0.030938745,0.035324474,0.037483583,0.03858782,0.039198812
273,0.030174244,0.034900076,0.037836407,0.03954321,0.041630103,0.042443693,0.042437553,0.042195629,0.041857449,0.0353912,0.041388404,0.045366965,0.047083481,0.050089563,0.051876138,0.052271392,0.052259263,0.051732618,0.021731032,0.024406074,0.025612402,0.026195187,0.026507246,0.047405929,0.050480184,0.052567322,0.053967776,0.054895503,0.05554494,0.036552563,0.038810657,0.040223019,0.041118141,0.041778274,0.042170967,0.03236327,0.034297364,0.035473777,0.036201861,0.036733037,0.037052765,0.020721506,0.022780734,0.023357514,0.023769863,0.024293563,0.02446483,0.062448926,0.062685029,0.062675748,0.076321036,0.076848345,0.077019869,0.049077978,0.049379709,0.048617307,0.048183052,0.025168919,0.025987659,0.026347484,0.026442702,0.025245486,0.028681335,0.030364144,0.031195627,0.03166518,0.035331037,0.04054382,0.043179088,0.044504193,0.045248354,0.030756471,0.035109667,0.037283592,0.038367409,0.03897811
274,0.030003931,0.034720441,0.037656901,0.039361587,0.041454506,0.042279377,0.042279165,0.042041836,0.041707145,0.035198693,0.04118281,0.045158986,0.046874714,0.049885471,0.051682371,0.05208417,0.05207701,0.051556577,0.021584264,0.02425512,0.02544821,0.026035755,0.026338653,0.047128337,0.050269658,0.052312754,0.053687954,0.054582977,0.055250696,0.036249007,0.038522747,0.039931676,0.040829758,0.041432095,0.041838715,0.032084832,0.034034099,0.035207904,0.03593899,0.036418122,0.036670714,0.020575285,0.022629523,0.023205445,0.023617221,0.024140726,0.024311798,0.062180163,0.062420415,0.062413654,0.076041994,0.076574236,0.076749211,0.048806401,0.049122297,0.048370149,0.047939504,0.024958125,0.025775571,0.026135654,0.026231139,0.02507423,0.02849654,0.030268775,0.031006291,0.031475604,0.035116823,0.040310894,0.043058748,0.044264827,0.045008678,0.030578361,0.034896499,0.037173512,0.038148623,0.038759029
275,0.029834,0.034541133,0.037477657,0.039180197,0.041279089,0.042115189,0.042120888,0.041888145,0.041556936,0.035006752,0.040977749,0.044951497,0.046666429,0.049681815,0.051489079,0.051896969,0.05189478,0.051380637,0.021412208,0.024077098,0.025285359,0.025849622,0.026178536,0.046878297,0.049982892,0.052048359,0.053409998,0.054342819,0.054985578,0.036088733,0.038332855,0.039739485,0.040643699,0.041243476,0.041653119,0.031937791,0.033860462,0.035032518,0.035769392,0.03624877,0.036535884,0.020429603,0.022478949,0.023053951,0.023465177,0.023988435,0.024159466,0.061914503,0.062157509,0.062153372,0.075765348,0.076301455,0.076479958,0.048536551,0.048866505,0.04812457,0.047697515,0.024749567,0.025565708,0.02592604,0.026021784,0.024904471,0.028313272,0.030052834,0.030818471,0.031287541,0.034904256,0.040079645,0.042785682,0.044027115,0.044770655,0.030363699,0.034684969,0.036923966,0.037931457,0.038541566
276,0.02966445,0.03436215,0.037298676,0.03899904,0.041103851,0.041951129,0.04196272,0.041734554,0.041406821,0.034817624,0.040775277,0.044746301,0.046460326,0.049480063,0.05129697,0.051709788,0.051712572,0.051204799,0.021289894,0.024006311,0.025123848,0.025716957,0.026178334,0.046614007,0.049724095,0.051774129,0.053133896,0.054059054,0.054705198,0.035927593,0.038150806,0.039555347,0.040460374,0.041059949,0.041470361,0.031789992,0.033694025,0.03486451,0.03560232,0.036082615,0.03640488,0.020284668,0.022328938,0.022903052,0.023313878,0.023836585,0.024007866,0.061649432,0.061895401,0.061893664,0.075489173,0.076029292,0.076211153,0.0482684,0.048612298,0.047880535,0.047457092,0.024543164,0.025357974,0.025718538,0.025814562,0.024736179,0.028131503,0.02977681,0.030632136,0.031100965,0.034693309,0.039850047,0.042436165,0.043791031,0.044534257,0.030151461,0.034475047,0.036604747,0.037715882,0.038325693
277,0.029495817,0.034184014,0.037120453,0.038818631,0.04092928,0.04178766,0.041805123,0.041581525,0.041257265,0.034629658,0.040573854,0.044542013,0.046255068,0.049279027,0.051105645,0.051522627,0.051530388,0.051029063,0.021191608,0.023884736,0.024963681,0.025610198,0.025926344,0.046354418,0.049450094,0.051501744,0.052859629,0.053784049,0.05442968,0.035732195,0.037945629,0.039347909,0.040251714,0.040851729,0.041262029,0.031610813,0.033506478,0.034675278,0.035412194,0.035893315,0.036225972,0.020143933,0.022182166,0.022755695,0.023166655,0.023688257,0.023859803,0.061384949,0.061634091,0.061634495,0.075213467,0.075757749,0.075942768,0.048001932,0.048359674,0.047638044,0.047218195,0.024338836,0.025152303,0.025513093,0.02560939,0.024569349,0.027951225,0.029520942,0.03044728,0.030915865,0.034483976,0.039622089,0.042111891,0.043556569,0.044299477,0.029947619,0.034266724,0.036308699,0.037501892,0.038111402
278,0.029330129,0.034008633,0.036944738,0.038640719,0.04075696,0.041626208,0.041649477,0.041430411,0.041109605,0.034442248,0.040372942,0.044338175,0.046050235,0.049078358,0.050914798,0.051335486,0.051348226,0.050853428,0.020984266,0.023609342,0.024804841,0.025385667,0.025693998,0.046096657,0.049190942,0.051231184,0.052587183,0.053509685,0.054155978,0.035504523,0.037716219,0.039115894,0.040018413,0.040618285,0.041028411,0.031402072,0.033296809,0.034463657,0.035199648,0.035680875,0.035999687,0.020003826,0.022037225,0.022609401,0.023019986,0.023541281,0.023712624,0.061122097,0.061374815,0.061378115,0.07493908,0.075487816,0.075676575,0.047737144,0.048108623,0.047397086,0.046980815,0.024136592,0.024948702,0.025309708,0.025406264,0.024403976,0.027772428,0.029333131,0.030263899,0.030732233,0.034276251,0.039395765,0.041873569,0.043323723,0.044066306,0.029756387,0.034059992,0.036091243,0.037289481,0.037898683
279,0.029164793,0.033833601,0.036769362,0.038463159,0.040584973,0.04146507,0.041494141,0.041279602,0.040962249,0.034256873,0.040174117,0.044136443,0.045847623,0.048879856,0.050725731,0.051148365,0.051166086,0.050675553,0.02083814,0.023453967,0.024647278,0.025227691,0.025540423,0.045840708,0.048937757,0.050962434,0.052316543,0.05323909,0.053884072,0.035281939,0.037491334,0.038888101,0.039789931,0.040388343,0.040798492,0.031198024,0.033091307,0.034255918,0.034991524,0.035471645,0.035778815,0.019864167,0.021892591,0.02246359,0.022873717,0.02339465,0.023566185,0.060861964,0.061118635,0.061124964,0.07466691,0.075220358,0.07541296,0.047474032,0.047859141,0.047157656,0.046744951,0.023936438,0.024747173,0.025108386,0.025205187,0.024240052,0.027598009,0.029228937,0.030081986,0.030554407,0.034070129,0.039174391,0.041740914,0.043092488,0.043840287,0.029580223,0.033857877,0.035970384,0.037078644,0.037693983
280,0.02899981,0.033658918,0.036594324,0.038285951,0.04041332,0.041304247,0.041339114,0.041129099,0.040815196,0.034071921,0.039975661,0.043935008,0.045645269,0.048681556,0.050536709,0.050961265,0.05098397,0.050497626,0.020693732,0.023299874,0.024490986,0.025070986,0.025382564,0.045586557,0.048652819,0.050695482,0.052047695,0.052969364,0.053613951,0.035102226,0.03737121,0.038713885,0.039636191,0.04028061,0.040632565,0.031033315,0.032981529,0.034097065,0.034851494,0.035373572,0.035646185,0.019724932,0.021748264,0.022318261,0.022727823,0.023248323,0.023420411,0.0606021,0.060862463,0.060872089,0.074394977,0.074952935,0.075149583,0.047212593,0.04761123,0.046919755,0.04651061,0.023738379,0.024547721,0.024909129,0.025006166,0.02409404,0.027433324,0.029081296,0.029920287,0.030383693,0.033886002,0.03896642,0.04155311,0.042886168,0.043623025,0.029435055,0.03366809,0.035799211,0.036891126,0.037494704
281,0.028835781,0.033485123,0.036420085,0.038109526,0.040242358,0.041144025,0.041184658,0.040979148,0.040668684,0.033887104,0.039777235,0.043733488,0.045442739,0.048483002,0.050347438,0.050774185,0.050801876,0.050319708,0.020554158,0.023147066,0.024335974,0.024915553,0.025229509,0.045334189,0.048407316,0.050430312,0.051780623,0.05270141,0.053345599,0.034898282,0.037165007,0.038503476,0.039428636,0.040083235,0.040425138,0.030846415,0.032793159,0.033905245,0.034662497,0.035193954,0.035457481,0.019588652,0.021604244,0.022175323,0.022584551,0.023104982,0.02327721,0.060342201,0.06060612,0.060619655,0.074123038,0.07468541,0.074886564,0.046952782,0.047364846,0.046683341,0.046277746,0.023542364,0.024350312,0.0247119,0.024809189,0.023915139,0.027203467,0.028858507,0.029721043,0.030147453,0.033660915,0.038674834,0.041269499,0.042632922,0.043322098,0.02918351,0.033402116,0.035540806,0.036659955,0.03721964
282,0.028674528,0.033313826,0.036247998,0.037935129,0.040073095,0.04098518,0.041031468,0.0408304,0.040523333,0.033705713,0.03958202,0.043534869,0.045242994,0.048286898,0.05016089,0.050587126,0.050619805,0.050141796,0.020410289,0.022925702,0.024182239,0.024761392,0.025073294,0.04508359,0.048142603,0.050163065,0.051515317,0.052431713,0.053080209,0.034695813,0.036873007,0.038272222,0.039174983,0.039764744,0.040180953,0.030660896,0.032526469,0.033694462,0.034431579,0.034904204,0.035235387,0.019454547,0.021464498,0.022034201,0.022443222,0.022963884,0.023135755,0.060085396,0.060352916,0.060369666,0.073853635,0.07442041,0.074625477,0.046694606,0.04711999,0.046448416,0.04604636,0.0233483,0.024154842,0.024516603,0.024614133,0.023750209,0.026889553,0.028623456,0.029537512,0.029920265,0.033453398,0.038274551,0.040969997,0.042399044,0.043032405,0.028936255,0.033037142,0.035268039,0.036446884,0.036845497
283,0.028513677,0.033142859,0.036076152,0.037760924,0.039903952,0.040826387,0.040878307,0.040681667,0.040377992,0.033525456,0.039387911,0.043337298,0.045044301,0.048091768,0.0499747,0.050400086,0.050437757,0.049963892,0.020269915,0.022852424,0.024029744,0.024608464,0.024920334,0.044834739,0.047893052,0.049909203,0.051251754,0.052174427,0.052815209,0.034494823,0.036647141,0.038064406,0.038962458,0.03953098,0.039968431,0.030476762,0.032320204,0.03350507,0.034238126,0.034691553,0.035042119,0.01932034,0.021325132,0.021893219,0.022301817,0.022822689,0.022994151,0.059829281,0.060100204,0.060120076,0.073584766,0.07415579,0.074364688,0.046438054,0.046876653,0.046214969,0.045816443,0.023156195,0.023961319,0.024323239,0.024421005,0.023598237,0.026820281,0.02843704,0.029383382,0.029786331,0.033261058,0.038186799,0.040732148,0.042202301,0.042861259,0.0288027,0.032957285,0.035051549,0.036250431,0.036763629
284,0.028353262,0.032972342,0.035904763,0.037587211,0.039735292,0.040668068,0.040725619,0.040533405,0.040233121,0.033345206,0.039193847,0.043139815,0.044845735,0.047896796,0.049788835,0.050213067,0.050255731,0.049785996,0.020130763,0.022710996,0.02387847,0.024456758,0.024768597,0.044588838,0.047629771,0.049645354,0.050989929,0.051908041,0.052552325,0.034295308,0.036537101,0.037890635,0.038813752,0.03944786,0.039805508,0.030294008,0.032219739,0.03334673,0.034102788,0.034615962,0.034893983,0.01918603,0.021185873,0.021752377,0.022160336,0.022681398,0.022852396,0.059573667,0.059847983,0.059870885,0.073316277,0.073891548,0.074104196,0.046183121,0.046634832,0.045982994,0.04558799,0.022966055,0.023769746,0.024131813,0.024229812,0.023441194,0.026691504,0.028310762,0.029192862,0.029621256,0.033062585,0.03802256,0.0405706,0.041958727,0.042650155,0.028654792,0.032807785,0.034904682,0.036047111,0.036609357
285,0.02819366,0.032802663,0.035734227,0.037414412,0.039567529,0.040510622,0.040573798,0.040386005,0.040089109,0.03316555,0.039000399,0.042942959,0.044647835,0.047702489,0.049603721,0.050026068,0.050073728,0.049608107,0.019992832,0.022532782,0.023728419,0.024306274,0.024618079,0.044343499,0.047380903,0.049387167,0.05072982,0.051647033,0.052290968,0.034097253,0.036490338,0.037727832,0.038687022,0.039441378,0.039659629,0.03011262,0.03217709,0.033198416,0.033987483,0.034610116,0.034761378,0.019051618,0.021046721,0.021611676,0.022018777,0.02254001,0.02271049,0.059318662,0.059596429,0.059622093,0.073048249,0.073627827,0.073844002,0.045929807,0.046394526,0.045752484,0.045360998,0.022777886,0.023580124,0.023942329,0.024040566,0.023285481,0.026557141,0.028168181,0.028995724,0.029469592,0.032865596,0.037850895,0.040388201,0.041706443,0.042456112,0.028489461,0.032651526,0.03473886,0.035845249,0.036447412
286,0.02803578,0.0326346,0.035565152,0.037243049,0.039401041,0.040354292,0.04042304,0.040239637,0.039946113,0.032988085,0.038808947,0.042747829,0.044451531,0.047509521,0.049419342,0.049839089,0.049891748,0.049430225,0.019856104,0.022394026,0.023579586,0.024156999,0.024468768,0.044098571,0.047120513,0.049130695,0.05047142,0.051384696,0.052029887,0.033900639,0.036352065,0.037519242,0.03847589,0.039297607,0.039447749,0.02993258,0.032050906,0.033008412,0.033795394,0.034479427,0.034568795,0.01892018,0.020910453,0.021475897,0.021882279,0.02240146,0.022570465,0.059065011,0.059346169,0.059373662,0.072781245,0.073365112,0.073584058,0.045678072,0.046155696,0.045523423,0.045135439,0.022591652,0.023392426,0.023754776,0.023853236,0.02313109,0.026444174,0.02804543,0.02881303,0.029351126,0.032670085,0.037706413,0.040231118,0.041472486,0.042304434,0.028314051,0.032520038,0.034596074,0.035644838,0.036310697
287,0.027878935,0.032467417,0.035396771,0.037072285,0.039234994,0.040198252,0.040272523,0.040093485,0.039803316,0.032811445,0.038618263,0.042553388,0.044255882,0.047317127,0.049235586,0.04965213,0.04970979,0.049252351,0.019722573,0.022256444,0.023431952,0.024011194,0.024321312,0.043856588,0.046871293,0.048875917,0.050214709,0.051118702,0.051771854,0.033705431,0.035820633,0.037235839,0.038125354,0.03872511,0.039131766,0.029753854,0.031565765,0.032750266,0.033476472,0.033958797,0.034281603,0.018791092,0.020776225,0.021340879,0.021746639,0.022265229,0.022434071,0.058815763,0.059100081,0.059130894,0.072517878,0.073105764,0.073328864,0.045427916,0.045918342,0.045295799,0.044911305,0.022407258,0.023206562,0.023569043,0.023667714,0.022978016,0.026352652,0.027950165,0.028654215,0.029260883,0.032476045,0.037589277,0.040109083,0.041268967,0.042188713,0.028134314,0.032413495,0.034485199,0.035445871,0.036200281
288,0.027722897,0.032301001,0.035229093,0.036902221,0.039069579,0.040042777,0.040122549,0.039947863,0.03966104,0.032635662,0.038428386,0.042359675,0.044060933,0.047125351,0.049052453,0.049481209,0.049543337,0.049090244,0.019588728,0.022112258,0.023285508,0.023864777,0.024174795,0.043616292,0.046627056,0.048622825,0.04995968,0.050885282,0.051515495,0.03351162,0.035450974,0.037033887,0.037847173,0.038430056,0.038838901,0.029576434,0.031228523,0.032566365,0.033223505,0.033690673,0.034015542,0.018662334,0.020642352,0.021206073,0.021611328,0.022129425,0.022298286,0.058567683,0.058855,0.058888267,0.072255488,0.072847268,0.073073641,0.045179328,0.045682456,0.045069597,0.044688583,0.02222471,0.023022533,0.023385129,0.023484014,0.022826254,0.026255688,0.027861575,0.02851709,0.029169123,0.032283474,0.037465198,0.039995392,0.04109307,0.042070827,0.027954402,0.032300719,0.03438199,0.035248346,0.0360854
289,0.027567723,0.032135479,0.035062334,0.036733145,0.038905136,0.039888248,0.039973511,0.039803169,0.039519685,0.032462056,0.038240698,0.04216811,0.043868191,0.046935682,0.048870817,0.049312476,0.049378986,0.048931377,0.019453003,0.021969257,0.02314024,0.023716287,0.024027924,0.04337766,0.046379735,0.048371402,0.049706315,0.05061989,0.051260793,0.033319203,0.035297496,0.036832841,0.037655828,0.038249138,0.038657503,0.029400318,0.031088481,0.032383321,0.033049502,0.033526257,0.033850743,0.018533906,0.020508833,0.021071479,0.021476345,0.021994047,0.022163112,0.058319701,0.058610087,0.058645881,0.071993212,0.072588933,0.072818645,0.044932305,0.045448032,0.044844811,0.044467271,0.022044009,0.022840342,0.023203034,0.023302139,0.022675802,0.026099455,0.027730372,0.028387844,0.029021343,0.032092368,0.037265439,0.039826902,0.040927054,0.041880943,0.027776876,0.032119177,0.03422908,0.035052259,0.035903461
290,0.027414239,0.031971531,0.034896973,0.036565417,0.038741865,0.039734715,0.03982541,0.039659376,0.039379213,0.032288715,0.038053239,0.041976728,0.043675607,0.046746137,0.048690151,0.049143669,0.049214546,0.048772609,0.01932097,0.02182743,0.022996145,0.023571725,0.023883313,0.043140683,0.046134306,0.048121635,0.049454601,0.050367256,0.051007735,0.033128157,0.035187805,0.036633162,0.037526421,0.038122628,0.038530842,0.029225483,0.030988404,0.03220155,0.032931829,0.033411294,0.03373568,0.018405808,0.020375669,0.020937098,0.02134169,0.021859095,0.022028548,0.058071651,0.058365233,0.058403753,0.07173092,0.072330665,0.072563877,0.044686844,0.045215069,0.044621442,0.044247369,0.021865154,0.022659985,0.02302276,0.023122087,0.022526659,0.025803196,0.027478798,0.02824104,0.028738277,0.031902726,0.036886814,0.039504035,0.040738255,0.041517513,0.027602697,0.031774981,0.033935985,0.034857611,0.035560038
291,0.027261556,0.031808304,0.034732225,0.03639826,0.038579062,0.039581552,0.039677647,0.039515902,0.039239048,0.032115514,0.037865889,0.041785415,0.043483066,0.046556607,0.048509274,0.048974788,0.049050019,0.04861394,0.019190074,0.021686759,0.022853202,0.023428306,0.023739844,0.042905348,0.045871624,0.047874162,0.049204527,0.05011626,0.05075631,0.032938464,0.035055198,0.036434836,0.037370727,0.037966621,0.038374746,0.029051912,0.030867453,0.032021039,0.032790291,0.033269567,0.033593918,0.018279187,0.020243729,0.020803999,0.021208352,0.021725563,0.021895354,0.057823533,0.058120438,0.058162073,0.071468611,0.072072464,0.072309461,0.044442915,0.044983535,0.044399465,0.044028846,0.021688118,0.022481433,0.02284429,0.022943829,0.022378808,0.025365069,0.027166813,0.027910441,0.028374359,0.031714532,0.03645957,0.039103558,0.040312371,0.041049228,0.027431162,0.031387139,0.033572469,0.034551945,0.035039199
292,0.027109363,0.031645518,0.034567853,0.036231449,0.038416545,0.039428614,0.039530088,0.03937262,0.039099069,0.031945302,0.037681381,0.041596697,0.043293024,0.046369291,0.048329787,0.048805833,0.048885404,0.048455369,0.019060306,0.021547234,0.022711398,0.023286024,0.023597508,0.042671638,0.045648561,0.047622091,0.048956077,0.04986688,0.050506502,0.032750114,0.034872798,0.036237851,0.037154542,0.037749032,0.038157003,0.028879594,0.030701116,0.031841776,0.0325938,0.033071933,0.03339621,0.018155809,0.020114743,0.020674138,0.02107824,0.021595094,0.021764882,0.057579636,0.057879862,0.057924334,0.071209816,0.071817721,0.072058297,0.044200512,0.044753424,0.04417887,0.043811695,0.021512826,0.022304616,0.022667543,0.02276729,0.022232187,0.024960228,0.02700969,0.027523143,0.028078981,0.031527722,0.036096588,0.038901206,0.039812368,0.040667961,0.02726103,0.031057932,0.033389065,0.034099596,0.03453516
293,0.026957737,0.03148326,0.034403956,0.036065106,0.038254447,0.039276047,0.039382888,0.039229694,0.038959444,0.03177582,0.037497558,0.041408593,0.043103564,0.046182479,0.048151363,0.048636803,0.048720702,0.048296898,0.018931662,0.021405036,0.022570719,0.023144872,0.023452927,0.042439542,0.045384643,0.047392242,0.048709239,0.049619112,0.0502583,0.032563102,0.034653559,0.036042203,0.036897693,0.037489601,0.037897364,0.028708528,0.030501206,0.031663759,0.032360376,0.032836323,0.033160491,0.018033579,0.019987118,0.020545568,0.020949507,0.021465856,0.021635701,0.057336178,0.057639657,0.057686782,0.070951359,0.071563266,0.071807278,0.043959627,0.044524731,0.043959651,0.04359591,0.021339275,0.022129533,0.022492523,0.022592468,0.022086757,0.025065584,0.026849365,0.027385506,0.027746149,0.031342261,0.035937955,0.038694541,0.039634902,0.040238128,0.027092195,0.030913995,0.03320183,0.033942583,0.034653555
294,0.026808952,0.031323755,0.034242647,0.035901376,0.038094754,0.039125669,0.039237808,0.039088844,0.038821871,0.031606417,0.037313798,0.041220533,0.042914134,0.045995681,0.047973003,0.0484677,0.048555912,0.048138525,0.018804123,0.021267526,0.022431161,0.023004831,0.023302484,0.042209046,0.045167775,0.047138872,0.048464001,0.049372939,0.050011691,0.032377433,0.034450264,0.035847894,0.036674029,0.03725989,0.037667542,0.028538716,0.030315866,0.031486988,0.032157144,0.032627741,0.032951878,0.017911698,0.019859959,0.020417457,0.020821147,0.021337006,0.021506919,0.057092932,0.057399608,0.057449515,0.070693048,0.071308921,0.071556471,0.043720253,0.044297448,0.043741804,0.043381485,0.021167467,0.021956182,0.022319229,0.022419364,0.02194253,0.025010783,0.026699996,0.027356196,0.027781683,0.031158159,0.035861679,0.038501754,0.039597241,0.040284283,0.026924666,0.030844783,0.033027269,0.033915081,0.034585543
295,0.026660211,0.031164283,0.034081356,0.035737658,0.037935063,0.038975289,0.039092726,0.038947995,0.0386843,0.031438667,0.037131679,0.041034051,0.042726303,0.045810395,0.047795053,0.048298522,0.048391034,0.047980251,0.018677682,0.021144659,0.022295527,0.022865896,0.023179009,0.041980138,0.044930218,0.046897191,0.04822035,0.049128347,0.049766662,0.032212831,0.034327532,0.035654923,0.036556426,0.037130469,0.037555007,0.028388281,0.030204,0.031311464,0.032050328,0.032510273,0.032849765,0.017790038,0.019733148,0.020289774,0.020692894,0.021208288,0.021378257,0.056851167,0.057160686,0.057212766,0.070435868,0.07105548,0.071306057,0.043482383,0.044071575,0.043525321,0.043168414,0.020997403,0.021784561,0.022147659,0.022247986,0.021799512,0.024966975,0.026547983,0.027355191,0.027846296,0.030975421,0.035800994,0.038305368,0.039595979,0.040367839,0.026758445,0.030789778,0.032849526,0.033919742,0.034531582
296,0.026511565,0.031004892,0.033920128,0.03557399,0.037775409,0.038824928,0.038947656,0.038807155,0.038546736,0.031272677,0.036951264,0.040849157,0.042540033,0.045626534,0.047619274,0.04812927,0.048226069,0.047822076,0.018552329,0.020973047,0.022146856,0.022728055,0.023029189,0.041752227,0.044658289,0.046657089,0.047978274,0.04888272,0.049523201,0.032026003,0.034136449,0.035463247,0.036363292,0.036951111,0.037375767,0.028217849,0.030029851,0.031137144,0.031874905,0.032347475,0.03268713,0.017668662,0.019606777,0.020162513,0.020564965,0.021079856,0.021249879,0.056612102,0.056924686,0.056978947,0.070180945,0.070804438,0.07105804,0.043246004,0.043847083,0.043310175,0.042956677,0.020829047,0.021614635,0.021977769,0.022078293,0.021657704,0.024896349,0.026389847,0.027325082,0.02785975,0.03079405,0.035710312,0.038100958,0.03955695,0.040385114,0.026593535,0.030707652,0.032664568,0.033882252,0.034445494
297,0.02636446,0.030846948,0.0337602,0.03541158,0.037616851,0.038675499,0.038803459,0.038667151,0.038409983,0.031107171,0.036771287,0.040664636,0.042354098,0.045442942,0.047443536,0.047959945,0.048061016,0.047664,0.018438372,0.020881852,0.022023919,0.022591301,0.022902478,0.041526383,0.044557636,0.046418552,0.047737758,0.048643865,0.049281294,0.031820067,0.033911308,0.035272864,0.036145933,0.036739019,0.037137404,0.028029473,0.029824702,0.030964028,0.031677517,0.032155006,0.032470901,0.017547589,0.019480846,0.020035677,0.020437401,0.020951746,0.021121824,0.05637402,0.056689764,0.056746804,0.069926874,0.070554296,0.070811406,0.043011097,0.043623967,0.043096365,0.042746263,0.020662332,0.021446347,0.021809507,0.021910214,0.021517108,0.024777937,0.026232232,0.027231073,0.027771102,0.030614047,0.035562399,0.037897144,0.039435226,0.040270281,0.026429935,0.030573709,0.032480184,0.033751335,0.034302521
298,0.026219661,0.030691192,0.033602263,0.035251121,0.037460022,0.038527566,0.038660676,0.038528509,0.038274561,0.030942148,0.036591749,0.040480489,0.042168496,0.045259619,0.047267885,0.047790545,0.047895876,0.047506022,0.018288284,0.02070957,0.021874675,0.02245562,0.022766728,0.041302809,0.044157178,0.046181572,0.047498793,0.048403949,0.049040932,0.031633128,0.033711909,0.035083776,0.035945842,0.0365392,0.036927036,0.027857764,0.029643031,0.030792118,0.031495836,0.031973699,0.032280091,0.017427872,0.019356372,0.019910252,0.020311383,0.020825081,0.020995235,0.056136319,0.056455259,0.05651543,0.069673147,0.07030451,0.070565412,0.042777657,0.043402218,0.042883881,0.042537166,0.020497261,0.021279696,0.021642872,0.021743753,0.021377723,0.024607612,0.026091907,0.027060977,0.027558707,0.030435409,0.03534837,0.037715596,0.039215119,0.03999538,0.026267649,0.030379885,0.032315981,0.033498749,0.034099326
299,0.026074817,0.030535409,0.033444322,0.035090675,0.037303224,0.038379683,0.038517949,0.038389927,0.038139201,0.030778672,0.036413744,0.04029781,0.041984368,0.045077671,0.047093882,0.047621071,0.047730648,0.047348144,0.018182685,0.020601835,0.021749825,0.022321001,0.022632037,0.041080122,0.044027713,0.045946131,0.047261364,0.048165565,0.048802099,0.031474397,0.033555038,0.03489598,0.035775069,0.03636645,0.036771947,0.027711757,0.02950013,0.030621409,0.031340801,0.031816979,0.032139444,0.017311693,0.019234391,0.019787671,0.020188306,0.020702013,0.020871895,0.055899526,0.056221643,0.056284827,0.069420211,0.07005549,0.070320058,0.042545678,0.043181831,0.042672716,0.042329378,0.020333836,0.02111468,0.021477862,0.021578914,0.021240485,0.024447692,0.026005468,0.026809453,0.027302169,0.030259343,0.03514261,0.037618359,0.038889529,0.039663504,0.026106671,0.030193484,0.032228054,0.033166866,0.033910553
300,0.025929928,0.030379599,0.033286378,0.034930242,0.037146458,0.03823185,0.038375278,0.038251405,0.038003903,0.03061686,0.036237406,0.040116748,0.04180188,0.044897271,0.046920836,0.047451872,0.047565659,0.04719099,0.018061572,0.020471115,0.021616772,0.022187435,0.022498398,0.040858959,0.043760889,0.04571222,0.047025461,0.04790314,0.048564786,0.031324195,0.033414458,0.034709468,0.035616226,0.036205363,0.036639586,0.0275749,0.029372098,0.030451896,0.031196625,0.03167087,0.032019438,0.017196654,0.01911366,0.019665955,0.020066097,0.020580026,0.0207495,0.055664842,0.055990096,0.05605498,0.069169062,0.06980823,0.070075313,0.042315156,0.042962805,0.042462868,0.04212289,0.020172055,0.020951296,0.021314479,0.021415702,0.021103153,0.024184131,0.0256467,0.026572777,0.027034881,0.030083004,0.034801353,0.037273822,0.038582002,0.039316221,0.025866548,0.029884935,0.031916922,0.032986657,0.033588052
